Rk,Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
18,Abel Porter,JR,2019-20,G,Utah State,MWC,34,872,9.6,0.517,0.454,1.1,9,5.3,21.3,1.4,0.3,22.8,13.9,225,103.2,97.4,0.9,1.4,2.3,-0.2,1.5,1.3
19,New Williams,SR,2019-20,G,Fresno State,MWC,28,839,15.1,0.516,0.47,2.4,8.7,5.5,12.4,2.3,0.4,10.3,22.4,310,108.5,106.6,1.7,0.6,2.3,3.2,-1.1,2.2
20,Nisre Zouzoua,SR,2019-20,G,Nevada,MWC,31,761,15,0.565,0.527,1.8,9.2,5.7,12.6,1.1,0.6,10.4,19.5,284,113.4,106,1.7,0.6,2.3,2.6,-1,1.6
21,Makuach Maluach,JR,2019-20,G,New Mexico,MWC,33,895,14.9,0.567,0.539,5.3,11.2,8.4,7.8,1.7,1.6,14.2,17.5,299,109.1,106.7,1.5,0.7,2.2,1.4,0.6,1.9
22,Seneca Knight,SO,2019-20,G,San Jose State,MWC,31,1000,18.4,0.532,0.465,3.2,16.4,9.4,17.3,1.7,1,14.1,27.7,500,102.5,110.5,1.8,0.4,2.1,2,-1,1
23,Elijah Mitrou-Long,SR,2019-20,G,Nevada-Las Vegas,MWC,19,598,18.9,0.563,0.537,0.9,11.1,5.9,23.1,3.3,1.1,15.5,21.3,232,111.6,101.3,1.4,0.8,2.1,3.9,1.5,5.4
24,Marvin Coleman,SO,2019-20,G,Nevada-Las Vegas,MWC,28,752,13.6,0.548,0.493,3.7,16.7,10.1,16.1,2.9,0.3,22.2,15.1,207,105.4,100.4,0.9,1,2,1.6,2.6,4.3
25,Alex Hobbs,SR,2019-20,G,Boise State,MWC,32,833,12.1,0.531,0.498,1.1,11.9,6.4,16.1,1.2,0.1,16.4,18.2,265,102.2,101.4,1,1,2,-0.4,1,0.6
26,JaQuan Lyle,SR,2019-20,G,New Mexico,MWC,29,1007,15.3,0.558,0.517,1.3,12.1,6.9,24.8,2.2,1,23.6,24.4,442,98.5,105.4,1.2,0.9,2,1.3,0.4,1.6
27,Brock Miller,SO,2019-20,G,Utah State,MWC,34,892,8.7,0.479,0.46,2.5,7.1,5,7,1,0.1,11.1,18.9,254,97.7,99.1,0.7,1.3,2,0.1,0,0.1
28,Noah Blackwell,SR,2019-20,G,Fresno State,MWC,20,642,15.5,0.573,0.55,1.6,9,5.3,21.7,1.5,0.4,13.9,16.4,202,118,108.4,1.5,0.4,1.9,3.8,-1,2.8
29,Caleb Morris,SR,2019-20,G,Air Force,MWC,31,800,15.3,0.618,0.596,1.2,13.6,7.4,11.6,1.7,0.2,12.9,16.7,250,115.3,110.4,1.6,0.3,1.9,3.5,-1.7,1.8
30,A.J. Walker,SO,2019-20,G,Air Force,MWC,32,957,14.5,0.565,0.534,0.5,13.8,7.1,20.4,1.5,0.4,17.1,20.7,351,104.8,110.6,1.5,0.3,1.9,1.6,-1.7,-0.2
31,Vance Jackson,JR,2019-20,G,New Mexico,MWC,28,761,15.4,0.549,0.516,5.2,16.2,10.9,8.7,2,1.3,17.2,21.8,293,101.6,104,1,0.8,1.7,1.3,0.2,1.4
32,Zane Martin,JR,2019-20,G,New Mexico,MWC,33,796,15.4,0.494,0.451,2.9,10.3,6.7,24.3,2.8,1,17.4,24.8,351,98.3,104.6,0.9,0.8,1.7,-0.2,0.3,0.1
33,Anthony Holland,FR,2019-20,G,Fresno State,MWC,29,698,10.5,0.554,0.532,4.9,17.2,11,5.7,1.3,1.6,12.3,9.2,123,118.1,104.7,0.9,0.7,1.6,1,1.5,2.4
34,Kwane Marble II,FR,2019-20,G,Wyoming,MWC,27,526,18.6,0.588,0.545,5.5,11.5,8.5,13.7,3.3,1.4,17.1,24,216,104.5,100.7,0.9,0.7,1.6,1,1.7,2.7
35,Trey Pulliam,JR,2019-20,G,San Diego State,MWC,32,559,10.5,0.493,0.474,2.7,9.9,6.4,18.2,2.1,0.5,20.5,13,132,103.3,94.2,0.5,1.1,1.6,-0.6,3.7,3
36,Sid Tomes,SR,2019-20,G,Air Force,MWC,32,813,12.3,0.522,0.452,2.1,13.5,7.8,17.5,1.5,1,13.5,15.6,242,109.4,110.4,1.3,0.3,1.6,1.8,-1,0.8
37,Robin Jorch,SR,2019-20,C,Boise State,MWC,32,516,10.9,0.623,0.616,10.6,10.9,10.8,3.5,1.1,1.6,23.1,12.3,132,112.4,100.6,0.8,0.7,1.5,0.2,2.1,2.3
38,Jake Hendricks,SR,2019-20,G,Wyoming,MWC,33,1130,10.2,0.499,0.475,0.7,12.9,6.9,8.3,1.9,0.1,11.3,19,314,91.5,104.2,0.3,1.1,1.4,-0.1,0.2,0.1
39,Marcus Dickinson,SR,2019-20,G,Boise State,MWC,32,704,6.8,0.521,0.469,1.3,9.2,5.2,6.3,1.6,0,17.1,9.7,117,100.7,101.3,0.4,0.9,1.3,-0.2,2,1.9
40,Vante Hendrix,SO,2019-20,G,New Mexico,MWC,18,407,17.2,0.583,0.556,6.3,12.1,9.3,10,2.7,0.6,14,18.7,152,113.1,104.3,0.9,0.4,1.3,3.2,0.4,3.5
41,Richard Washington,JR,2019-20,G,San Jose State,MWC,31,721,16,0.494,0.468,4.3,16,9.8,14.4,1.4,1,8,23.3,299,102.7,111.4,1.1,0.2,1.3,1.8,-1.7,0.1
42,Rayj Dennis,FR,2019-20,G,Boise State,MWC,32,557,9.7,0.494,0.444,0.9,11.5,6.1,18.3,1.3,0.4,18.3,14.9,147,100,101.1,0.5,0.7,1.2,-0.2,0.8,0.6
43,Niven Hart,FR,2019-20,G,Fresno State,MWC,26,459,18.2,0.561,0.551,5,11.1,8,4.8,1.2,1.1,12.9,26.6,191,105.2,107.8,0.9,0.3,1.2,1.4,-3.1,-1.7
44,Brae Ivey,SR,2019-20,G,San Jose State,MWC,31,837,12.5,0.517,0.461,1.5,10,5.5,19,2.5,0.2,15.1,17.8,274,102,111.3,0.9,0.3,1.2,1.1,-1,0.1
45,Adam Seiko,SO,2019-20,G,San Diego State,MWC,29,359,10.5,0.599,0.585,1.4,8.4,5,7.6,1.7,0,12.6,11.7,77,116.9,95.9,0.5,0.6,1.2,2.2,2.2,4.4
46,Trevon Taylor,SO,2019-20,G,Wyoming,MWC,33,823,9.9,0.57,0.521,4.8,11.2,8,5.3,1,1.2,21.3,17.4,228,96.2,106.1,0.5,0.7,1.2,-3.4,0.6,-2.8
47,Jonah Antonio,JR,2019-20,G,Nevada-Las Vegas,MWC,25,549,10.3,0.454,0.454,1.6,11.2,6.4,7.1,1.5,1,5.5,18.4,153,103,105.5,0.6,0.5,1.1,1.8,-0.9,0.9
48,A.J. Banks,SR,2019-20,G,Wyoming,MWC,33,779,9.4,0.584,0.549,1.1,12.6,6.9,15.8,1.7,1.6,27.6,13.4,171,94.9,104,0.3,0.8,1.1,-3.3,2.2,-1
49,JJ Caldwell,JR,2019-20,G,New Mexico,MWC,13,407,15.7,0.553,0.491,3.2,10.7,7.1,29.7,3.9,0.6,28.2,11.4,113,111.9,102.3,0.6,0.5,1.1,1,2.3,3.2
50,Hyron Edwards,SR,2019-20,G,Colorado State,MWC,32,569,11.7,0.508,0.478,0.9,10.5,5.8,21.1,3.5,0,22.7,14.6,147,97.7,101.6,0.4,0.7,1.1,-0.8,1.6,0.8
51,Kris Martin,SR,2019-20,G,Colorado State,MWC,32,727,11.4,0.48,0.455,1.8,15.2,8.7,12.6,2.1,1.8,15.8,20.5,228,92.7,102.4,0.3,0.8,1.1,-0.7,1.3,0.6
52,Keith McGee,JR,2019-20,G,New Mexico,MWC,31,496,13.6,0.579,0.577,4,7,5.6,9.1,1.2,0.7,12.8,17.6,164,109.8,109.8,0.8,0.2,1.1,1.9,-1.7,0.2
53,Keaton Van Soelen,JR,2019-20,G,Air Force,MWC,30,459,12.3,0.546,0.486,7.2,18.1,12.6,9.8,0.5,4.5,15.9,12.9,121,113.3,109.4,0.7,0.2,1,-0.4,0.9,0.6
54,Max Rice,FR,2019-20,G,Boise State,MWC,32,350,11.2,0.505,0.494,3.4,10.2,6.7,14.6,2.9,0,16.6,14.8,93,102,98,0.3,0.6,0.9,0.4,1.9,2.3
55,Jarred Hyder,FR,2019-20,G,Fresno State,MWC,26,830,9.5,0.494,0.448,1.5,7.9,4.7,20.1,1,0.4,21.7,19.3,249,94.9,110.1,0.5,0.3,0.8,-1.1,-1.3,-2.4
56,Kuba Karwowski,JR,2019-20,C,Utah State,MWC,15,159,22.4,0.554,0.607,14.3,19.3,17,12.5,2.6,11.3,14.3,13.3,48,120.1,84.1,0.4,0.5,0.8,1.7,10.4,12.1
57,Trevin Dorius,FR,2019-20,C,Utah State,MWC,25,215,14.8,0.495,0.519,14.4,18.7,16.7,4.4,1.1,5,15.9,19.1,71,100.1,91.3,0.2,0.5,0.7,-2.7,3,0.3
58,Christopher Joyce,JR,2019-20,G,Air Force,MWC,29,625,11.3,0.557,0.523,3.5,13.3,8.4,12.5,1,0.4,20.3,18.1,192,99.7,112.1,0.6,0.1,0.7,0.6,-2.1,-1.6
59,John Tonje,FR,2019-20,G,Colorado State,MWC,31,261,14.7,0.612,0.592,2.3,11.9,7.3,7.5,1.1,0,14.2,20.7,95,110.7,106.6,0.5,0.2,0.7,2,-2.3,-0.3
60,Aguir Agau,SO,2019-20,G,Fresno State,MWC,23,377,10,0.54,0.5,5.4,15.9,10.6,6.4,1.3,3.5,24,16.3,94,94.7,103.9,0.2,0.4,0.6,-1.9,1.4,-0.5
61,Sean Bairstow,FR,2019-20,G,Utah State,MWC,32,374,7.1,0.53,0.5,1.6,12.5,7.4,15.5,0.8,0.3,28.8,15.9,92,89.1,97.5,0,0.6,0.6,-3.2,1.3,-1.9
62,Greg Milton III,SO,2019-20,G,Wyoming,MWC,33,483,10,0.491,0.465,2.5,11.5,7,12.6,1,0.3,12.9,16.9,128,94.8,106.8,0.2,0.4,0.6,-2.5,-0.6,-3.1
63,Omari Moore,FR,2019-20,G,San Jose State,MWC,31,598,12.5,0.567,0.538,2.9,10.4,6.4,18.9,2.7,2.3,26.5,14.5,160,96.4,109.7,0.3,0.3,0.6,-2.1,1.3,-0.8
64,Mustafa Lawrence,JR,2019-20,G,Fresno State,MWC,18,364,11.8,0.485,0.458,1.9,6,3.9,30.8,2.4,0.7,22.8,22.1,130,95.4,107.3,0.3,0.2,0.5,-0.2,-2,-2.1
65,Kaison Hammonds,SO,2019-20,G,San Jose State,MWC,21,204,14.4,0.532,0.507,1,13.8,7.1,15.2,2.1,0.5,8.5,19.3,72,107.1,110.6,0.3,0.1,0.4,1.4,-2,-0.6
66,Tavian Percy,SO,2019-20,G,New Mexico,MWC,23,241,7.8,0.622,0.621,0,7.2,3.7,9.5,0.9,0.5,13.7,7.3,38,120.3,110.6,0.3,0.1,0.4,-0.4,-0.7,-1.2
67,Kenny Foster,FR,2019-20,G,Wyoming,MWC,32,657,7.2,0.434,0.407,1.7,12.8,7.3,12.2,1.2,0.6,13.7,17.2,158,84.2,105.6,-0.3,0.6,0.3,-3.9,0.2,-3.7
68,Jay Green,SO,2019-20,G,Nevada-Las Vegas,MWC,17,172,8.2,0.493,0.636,9.2,16.9,13,6,1,0.8,19.8,5.9,23,110.2,104.3,0.1,0.2,0.3,-0.9,1.9,1
69,Emmanuel Kuac,FR,2019-20,G,New Mexico,MWC,19,118,12.4,0.542,0.587,7.9,15.7,11.9,7.4,1.4,3.8,13.4,12.2,29,109.5,104,0.1,0.1,0.3,-0.1,1.7,1.6
70,Kane Milling,FR,2019-20,G,Nevada,MWC,31,366,5.7,0.425,0.405,1.6,10.9,6.5,11.7,1.5,0.3,17.7,13.8,78,87.2,104.4,0,0.4,0.3,-2.3,0.1,-2.2
71,Kurt Wegscheider,FR,2019-20,G,New Mexico,MWC,17,139,13.4,0.583,0.58,6.7,11,8.9,8.8,2,0,12.4,11.2,35,119.7,106.9,0.2,0.1,0.3,1,0.1,1.1
72,Ameka Akaya,,2019-20,G,Air Force,MWC,17,138,15.8,0.607,0.564,3.6,12.5,8,13,1.7,1,21,25.2,57,100.6,110,0.2,0.1,0.2,-1.2,-2.5,-3.7
73,Trey Smith,SO,2019-20,G,San Jose State,MWC,25,229,8.4,0.459,0.457,3.5,2.5,3,5.2,1.9,0,3.1,13.6,54,101.8,115.5,0.2,0,0.2,-0.8,-2.6,-3.4
74,Mason Taylor,FR,2019-20,G,Air Force,MWC,23,202,11,0.653,0.656,0,11,5.5,11.7,1.4,0,26.6,17.5,56,96.4,112,0.1,0,0.2,-0.6,-2.9,-3.6
75,Zach Chappell,SO,2019-20,G,San Jose State,MWC,31,608,9.3,0.471,0.414,1.3,7.4,4.2,20.9,2.4,0.3,20.8,20,198,88.3,112.4,0,0.1,0.1,-3,-1.7,-4.7
76,LeSean Brown,SR,2019-20,G,Air Force,MWC,27,205,3.2,0.457,0.409,0.6,9.7,5.1,14.1,0.6,0.7,29.5,9.5,31,86.2,113.8,0,0,0,-4,-1.8,-5.8
77,Assane Diouf,SO,2019-20,C,Fresno State,MWC,19,130,1.7,0.403,0.435,6.1,17.8,11.9,1.5,0,5.6,30.6,15.9,22,64.9,104.9,-0.2,0.1,-0.1,-9.3,0.8,-8.5
78,Jordan Campbell,FR,2019-20,G,Fresno State,MWC,8,115,-0.9,0.338,0.315,4,11.1,7.5,9.4,0.5,1,19.7,27.8,33,66.1,109.2,-0.3,0.1,-0.3,-9.9,-2.8,-12.6
79,Sam Japhet-Mathias,JR,2019-20,C,San Jose State,MWC,17,212,-2.6,0.366,0.331,1.4,16,8.3,5,0,0.9,23.3,24.2,55,61,113.9,-0.7,0,-0.7,-11.9,-3.4,-15.3
