Rk,Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
78,Christian David,JR,2019-20,F,Butler,Big East,17,238,9.5,0.516,0.472,6.6,9.3,8,7.4,1.6,1,13.8,11.7,50,112,100,0.3,0.3,0.6,2.3,2.9,5.2
79,Ike Obiagu,SO,2019-20,C,Seton Hall,Big East,30,315,11.6,0.654,0.676,9,11.5,10.3,0.6,0.7,11.7,35.3,13.3,72,92.7,96,0.1,0.6,0.6,-2.4,7,4.6
80,Tyrese Samuel,FR,2019-20,F,Seton Hall,Big East,29,320,10.5,0.466,0.466,9.2,16.5,13.1,6.3,0.7,2.9,16.7,18.4,96,93.6,98.4,0.1,0.5,0.6,-0.1,1.8,1.7
81,Brandon Slater,SO,2019-20,F,Villanova,Big East,31,359,6.9,0.407,0.406,4.3,8.7,6.5,11,1.8,2,16.6,10.5,63,93.2,100.2,0.1,0.5,0.6,-1.3,4,2.6
82,Symir Torrence,FR,2019-20,G,Marquette,Big East,28,309,8.7,0.554,0.526,0.4,11.7,6.3,25.5,1.3,0,31.1,10.1,67,105.4,103.2,0.3,0.3,0.6,0.2,0.4,0.7
83,James Akinjo,SO,2019-20,G,Georgetown,Big East,7,215,16.3,0.451,0.382,2.1,8.5,5.3,27.9,3.6,0,13.3,26.9,98,99,103.9,0.3,0.2,0.5,2.7,0.2,2.9
84,Devin Gage,JR,2019-20,G,DePaul,Big East,12,194,12.7,0.567,0.537,0.6,6.3,3.4,18.8,4.3,1.9,27.4,16.3,55,94.9,98.5,0.1,0.3,0.4,-0.7,2.4,1.7
85,Ed Morrow,SR,2019-20,F,Marquette,Big East,16,191,14,0.505,0.467,13.8,16.7,15.4,5.1,1.2,5.3,22.7,18,62,97.1,98,0.1,0.3,0.4,-1.7,3.7,2
86,Anthony Nelson,SO,2019-20,G,Seton Hall,Big East,27,337,8.6,0.494,0.469,1,6.5,3.9,31.8,2.2,0,33.7,16.5,98,89.2,101.5,0,0.4,0.4,-2,0,-2
87,Derrik Smits,SR,2019-20,C,Butler,Big East,17,164,12.9,0.63,0.588,11.9,9.9,10.9,9.7,0.4,1.4,28.8,19.7,56,103.7,102,0.2,0.2,0.4,0.3,1.7,2.1
88,Khalif Battle,FR,2019-20,G,Butler,Big East,24,264,5.8,0.441,0.42,0,11,5.8,9.3,2.3,0,18.1,20.7,67,82.6,98.1,-0.2,0.4,0.3,-2.2,1.4,-0.8
89,Timothy Ighoefe,FR,2019-20,C,Georgetown,Big East,12,113,13.3,0.542,0.524,13.7,17.2,15.5,1.6,1.5,4,20.2,14.7,32,104.4,102.8,0.1,0.1,0.3,-0.7,1.4,0.6
90,Josh LeBlanc,SO,2019-20,F,Georgetown,Big East,6,115,18.2,0.63,0.63,4.8,10.3,7.6,3.4,1.9,7.8,17,17.2,36,110.4,103,0.2,0.1,0.3,1.2,4.1,5.3
91,Damien Sears,JR,2019-20,F,St. John's (NY),Big East,28,218,8.4,0.378,0.368,6.6,18.4,12.3,8.3,3.7,2.1,22.2,13.3,44,78.6,92.9,-0.2,0.5,0.3,-4.2,5,0.8
92,Jett Canfield,SO,2019-20,G,Creighton,Big East,21,128,7,0.423,0.382,0,4.9,2.6,14.3,2.2,0,9.6,8.4,21,106.1,104.6,0.1,0.1,0.2,0.3,0.7,1
93,Galen Alexander,JR,2019-20,F,Georgetown,Big East,9,112,10.1,0.572,0.554,3,20.2,11.7,4.9,1,2,24.9,19,33,91.4,104,0,0.1,0.1,-1.1,0.1,-1
94,Markese Jacobs,FR,2019-20,G,DePaul,Big East,21,195,6.3,0.477,0.456,1.7,2.3,2,2.8,1.7,0.6,16.6,20.8,58,87.1,106.7,0,0.1,0.1,-1.6,-2.3,-3.9
95,Dontarius James,SO,2019-20,F,Xavier,Big East,16,119,6.7,0.427,0.429,8.4,17.5,13,7.3,1,0.9,25.9,14.4,25,82,98.3,-0.1,0.2,0.1,-2.1,2,-0.1
96,Jalen Windham,FR,2019-20,G,Creighton,Big East,16,105,10.9,0.479,0.451,1.1,12,6.9,5.2,2.7,0,15.4,25.3,36,85.3,100.4,0,0.1,0.1,-1.4,-0.9,-2.3
97,Dahmir Bishop,FR,2019-20,G,Xavier,Big East,10,120,-0.1,0.234,0.214,2.8,20.1,11.5,12.6,1,0,17,17,20,59.1,97.7,-0.3,0.2,-0.1,-6.2,1.8,-4.4
98,Oscar Lopez,FR,2019-20,G,DePaul,Big East,21,178,-2.5,0.27,0.241,1.8,14.3,8,17.6,0.6,1.3,39.8,15,27,52.4,103.5,-0.5,0.2,-0.3,-8.9,1,-7.8
1,Everett Duncan,SR,2019-20,G,Vermont,AEC,33,941,16.6,0.629,0.579,3.4,13.2,8.4,9.6,1.2,0.8,8.1,14.4,283,131.7,93.9,2.7,1.9,4.6,3.9,0.8,4.7
2,Stef Smith,JR,2019-20,G,Vermont,AEC,33,937,20.8,0.587,0.569,1.3,10.1,5.8,19.8,2.2,0.3,13.1,25.7,425,112.3,92.9,2.6,1.9,4.6,4.1,-0.3,3.8
3,Christian Lutete,SR,2019-20,G,Massachusetts-Lowell,AEC,32,1079,24.4,0.614,0.593,7,17.3,12.2,10.5,1.3,0.4,12.2,26.6,555,117.2,108.4,3.7,0.6,4.3,4.4,-4.3,0
4,Andrew Garcia,JR,2019-20,G,Stony Brook,AEC,33,1010,19.8,0.557,0.51,9.9,13.9,11.9,14.7,3,1.2,19.8,24.3,448,104.3,93.6,1.9,2,3.9,1,1.3,2.3
5,Obadiah Noel,JR,2019-20,G,Massachusetts-Lowell,AEC,32,1123,21,0.58,0.546,4.5,12.6,8.6,16,2.7,1.2,16.4,26.7,550,108.3,106.4,2.7,0.9,3.6,2,-2.1,-0.1
6,Makale Foreman,SR,2019-20,G,Stony Brook,AEC,33,1155,13.9,0.516,0.479,1.6,6.8,4.3,12.8,1.1,0.1,12,24.3,472,103.8,102.1,1.9,1.4,3.3,1,-3.2,-2.1
7,Ahmad Clark,SR,2019-20,G,Albany (NY),AEC,32,1030,18.4,0.512,0.448,2.3,15.3,9,32.8,2.8,0.9,19.1,32.3,546,96.3,97.4,1.2,1.7,2.9,0.4,-0.1,0.3
8,Malik Ellison,SR,2019-20,G,Hartford,AEC,23,804,22.7,0.54,0.517,8.6,21.9,15.5,13.1,1.4,3.6,14.6,29.9,402,101.1,94.2,1.4,1.6,2.9,-1.9,1.2,-0.7
9,KJ Jackson,SR,2019-20,G,Maryland-Baltimore County,AEC,29,995,17.5,0.52,0.486,3,11.9,7.5,26,2.9,2.4,19.6,25.1,422,98.8,97.2,1.2,1.7,2.9,-0.2,0.9,0.7
10,Cameron Healy,SO,2019-20,G,Albany (NY),AEC,31,941,16.3,0.553,0.5,1,14,7.6,17.2,1.6,0.6,15.7,25.9,404,101.8,100.9,1.4,1.2,2.7,1,-2.3,-1.3
11,Traci Carter,SR,2019-20,G,Hartford,AEC,33,1090,13.8,0.447,0.406,2.5,10.3,6.6,30.6,4.4,0.9,19,20.9,380,92.5,94,0.4,2.1,2.6,-1.8,1.8,0
12,Sam Sessoms,SO,2019-20,G,Binghamton,AEC,29,1036,20.9,0.512,0.479,3.7,11.5,7.6,32.1,2.5,0.3,15.3,31.6,581,102.5,110.8,2.2,0.4,2.5,2.5,-3.7,-1.2
13,Sergio El Darwich,SR,2019-20,G,Maine,AEC,25,839,18.8,0.521,0.476,3.1,15.3,9.2,32,3,1.3,18.1,27.4,370,99.4,101.6,1.2,1,2.2,0.9,-0.9,0
14,Josh Gantz,SR,2019-20,G,Massachusetts-Lowell,AEC,29,868,14.3,0.608,0.576,2.9,8.9,5.9,12.9,2.2,1.3,13.6,13.6,242,119,108.5,1.7,0.5,2.2,1.2,-1.8,-0.6
15,R.J. Eytle-Rock,SO,2019-20,G,Maryland-Baltimore County,AEC,22,690,15.2,0.526,0.469,1.7,14.5,8.1,21,1.7,0.6,15.8,20.9,254,104.7,99.8,1.1,1,2.1,-0.4,-1,-1.4
16,L.J. Owens,SO,2019-20,G,Maryland-Baltimore County,AEC,33,1012,10.6,0.53,0.493,2,7.2,4.6,8.9,0.9,0.5,13.5,17.5,292,102.8,104.7,1.1,0.9,2.1,-1,-2.4,-3.4
17,Marque Maultsby,SO,2019-20,G,New Hampshire,AEC,29,823,11.3,0.45,0.429,2.8,12.3,7.5,20,1.9,1.1,14.7,19.6,263,95,95.2,0.5,1.5,2,-2.8,0.2,-2.6
18,Robin Duncan,SO,2019-20,G,Vermont,AEC,31,708,10.7,0.496,0.5,3.5,13.4,8.6,19.9,2.3,0.7,26.5,13.4,167,96.1,91.2,0.4,1.6,1.9,-2,2.7,0.7
19,Josh Hopkins,JR,2019-20,G,New Hampshire,AEC,30,931,8,0.462,0.44,1,9.4,5.1,8.2,0.6,0.5,9.1,18.2,259,96.6,99.6,0.6,1.3,1.9,-2.7,-2.1,-4.8
20,Ben Shungu,JR,2019-20,G,Vermont,AEC,23,543,15.5,0.512,0.5,7.4,16.7,12.1,18.3,1.8,1.6,19.1,20.7,195,101.1,90.5,0.7,1.2,1.9,-0.4,2.4,1.9
21,Mark Carbone,SR,2019-20,G,New Hampshire,AEC,24,464,15.1,0.614,0.557,2,10.9,6.4,20.1,1.5,0.2,19.5,18,166,114.1,96.9,1,0.8,1.8,0.4,-1.7,-1.3
22,Miles Latimer,SO,2019-20,G,Stony Brook,AEC,32,849,9.8,0.491,0.459,2.5,9.1,5.9,11.6,1.9,0.7,16.4,16,224,97.6,98.8,0.6,1.3,1.8,-1.4,-0.4,-1.8
23,DJ Mitchell,SO,2019-20,G,Hartford,AEC,30,660,12.4,0.565,0.539,1.6,8.1,5,10.9,2.2,0.2,11.9,15.2,179,108.8,100.4,0.9,0.9,1.8,-0.4,-0.9,-1.3
24,Moses Flowers,FR,2019-20,G,Hartford,AEC,33,925,11.6,0.528,0.5,2.5,12.1,7.4,10.7,2.2,0.8,18.8,22.3,313,92,98.1,0.3,1.4,1.7,-2.4,-0.5,-2.9
25,Antonio Rizzuto,SO,2019-20,G,Albany (NY),AEC,31,774,10.9,0.522,0.509,1.7,9.2,5.5,10.7,2.4,0.4,11.9,17.4,218,100.4,100.6,0.7,1,1.7,-0.4,-1.5,-1.9
26,Sean Sutherlin,FR,2019-20,G,New Hampshire,AEC,28,949,12.8,0.467,0.445,5.1,24.4,14.5,16.6,1.8,1.5,22.2,25.7,361,85.6,91.3,-0.4,2.1,1.7,-6.3,1.9,-4.4
27,Trey Hutcheson,FR,2019-20,G,Albany (NY),AEC,32,834,9.5,0.478,0.447,3.3,12.5,8,12.5,1.1,2.7,15.5,16.4,218,94.6,101.1,0.4,1.1,1.4,-3,-0.2,-3.1
28,Jeff Otchere,JR,2019-20,C,Stony Brook,AEC,33,566,12.2,0.523,0.542,12.5,21.4,17,5,0.7,10.1,33.3,11.5,117,91,90.7,0.1,1.3,1.4,-5.2,5.6,0.4
29,Malachi De Sousa,SO,2019-20,G,Albany (NY),AEC,30,728,10.7,0.489,0.477,3.4,16.8,10.3,16,1,2,18.9,15.8,187,94,100.3,0.3,1,1.3,-3.8,0.1,-3.7
30,Daniel Giddens,SR,2019-20,C,Vermont,AEC,30,434,12,0.574,0.579,7.9,16.4,12.3,6,0.7,5.3,24.6,14.2,106,99.3,91,0.3,1,1.3,-3.5,3.6,0.1
31,Romain Boxus,SR,2019-20,G,Hartford,AEC,32,507,8.9,0.516,0.5,3.9,12.1,8.1,7.3,1,0.4,8.4,11,102,108.9,101,0.5,0.7,1.2,-2.1,-1,-3.1
32,Tyler Stephenson-Moore,FR,2019-20,G,Stony Brook,AEC,28,459,10.9,0.511,0.495,2.7,12.3,7.6,4.4,1.2,1,7.8,13.8,110,107.9,98.7,0.5,0.7,1.2,-1.5,-1.4,-2.9
33,Ron Mitchell,FR,2019-20,G,Massachusetts-Lowell,AEC,30,780,12,0.499,0.451,3.6,13.7,8.7,15.8,1.5,0.9,17.8,19.9,263,97.9,108.7,0.7,0.4,1.1,-1.9,-2.9,-4.7
34,Richard Caldwell,SR,2019-20,G,Binghamton,AEC,29,707,12.5,0.532,0.495,3.5,12.5,8,7.8,1.1,0.9,13.2,17.8,220,104.6,113,0.9,0.1,1,-1.7,-4.4,-6
35,Keondre Kennedy,FR,2019-20,G,Maryland-Baltimore County,AEC,30,546,9.8,0.47,0.449,4.7,13.8,9.3,7.9,0.8,1.9,12.9,17.7,151,95.5,101.5,0.3,0.7,1,-3,-1.6,-4.6
36,Aaron Deloney,FR,2019-20,G,Vermont,AEC,31,376,9.4,0.454,0.418,1.9,7.2,4.6,16.5,1.4,0.3,15.1,20.3,116,93.8,95.9,0.2,0.7,0.8,-2.6,-1.3,-4
37,Brenton Mills,FR,2019-20,G,Binghamton,AEC,29,911,10.5,0.497,0.479,2.5,10.2,6.3,7.4,0.5,0.6,9.6,17.4,263,101.7,115.8,0.9,-0.1,0.8,-2,-5,-7
38,Darnell Rogers,JR,2019-20,G,Maryland-Baltimore County,AEC,7,209,20.1,0.59,0.574,3.3,10,6.7,31.3,1.4,0,19.4,25.6,101,109.5,102.6,0.5,0.2,0.8,3.3,-3.4,-0.1
39,Michael Dunne,SO,2019-20,G,Hartford,AEC,24,242,12.8,0.501,0.5,4.8,9.3,7.1,7.5,1.9,1.8,4.6,14.1,61,108.9,99.9,0.3,0.3,0.7,-0.8,-0.7,-1.5
40,Mykhailo Yagodin,JR,2019-20,G,Maine,AEC,27,379,11.5,0.516,0.485,3.8,9.1,6.4,15.2,1.1,1.1,13.7,18.3,113,103.1,108.5,0.5,0.2,0.7,-1.2,-4.3,-5.5
41,Jordan McKenzie,JR,2019-20,G,Stony Brook,AEC,33,341,5.1,0.325,0.222,1,11.8,6.6,16.1,3.2,0.3,26.4,8.8,44,78,94.4,-0.2,0.7,0.5,-5.3,1.5,-3.8
42,Dan Petcash,FR,2019-20,G,Binghamton,AEC,27,312,12.5,0.659,0.621,1.4,13,7.1,7.3,1.1,1.3,19.1,12.7,76,113.8,112.8,0.5,0,0.5,-1.8,-4,-5.8
43,Kalil Thomas,FR,2019-20,G,Massachusetts-Lowell,AEC,30,390,7.8,0.527,0.5,0.9,13.1,7.1,6.1,2.3,0,16.4,10.9,70,99,107.6,0.2,0.3,0.5,-2,-2.6,-4.6
44,Ja'shonte Wright-McLeish,FR,2019-20,G,Maine,AEC,30,448,7.9,0.396,0.383,4,9.5,6.8,9.7,3.5,0,9.8,13.2,84,89.6,103.2,0,0.5,0.5,-4.1,-1.4,-5.5
45,PJ Henry,FR,2019-20,G,Hartford,AEC,29,358,8.4,0.439,0.392,1.9,9,5.6,14.4,2.6,0,16.9,18.8,98,85.8,99.1,-0.1,0.5,0.4,-6,-0.8,-6.9
46,Jack Schwietz,SO,2019-20,G,Maryland-Baltimore County,AEC,19,202,10.2,0.569,0.549,2.9,16.1,9.5,15,2.6,0,30.9,16.7,53,90.1,97.2,0,0.3,0.4,-3.3,-0.5,-3.7
47,Jevon Brown,FR,2019-20,G,Binghamton,AEC,21,165,14.7,0.492,0.48,7.8,9.9,8.9,6.1,2.8,1.9,10.6,20.2,57,102.4,109.4,0.2,0.1,0.3,-2.4,-3.7,-6.1
48,Ricky Council II,SR,2019-20,G,Maryland-Baltimore County,AEC,28,353,6.2,0.398,0.365,3,11.2,7.1,6.3,0.8,1.5,10.5,18.2,87,85.2,102.7,-0.1,0.4,0.3,-4.4,-2.8,-7.2
49,Tavin Pierre Philippe,FR,2019-20,G,Stony Brook,AEC,30,328,5.6,0.382,0.292,2,9.4,5.8,10,2.8,2.5,21.6,18.9,78,74.7,95.5,-0.4,0.6,0.2,-7.2,0.8,-6.4
50,Jordyn Owens,FR,2019-20,G,Massachusetts-Lowell,AEC,25,567,7.1,0.418,0.35,1,7.8,4.4,22.8,2.1,0.2,22,19.6,170,85.5,109.9,-0.2,0.2,0.1,-4.5,-4.2,-8.7
51,Peter Stumer,FR,2019-20,G,Maine,AEC,27,359,4.7,0.504,0.461,1.7,13.2,7.4,9.7,1.2,0.4,27.5,15.5,74,82.2,107,-0.2,0.3,0.1,-5.9,-3.3,-9.2
52,Yarden Willis,FR,2019-20,C,Binghamton,AEC,25,287,8,0.493,0.472,7.9,8.8,8.3,5.9,0.4,5.4,23.8,14.8,69,90.8,113.2,0,0,0.1,-6.5,-1.8,-8.3
53,Hakon Hjalmarsson,FR,2019-20,G,Binghamton,AEC,29,526,6.8,0.526,0.513,1.2,5.4,3.3,10.8,0.9,0.4,22.2,15.1,125,91.7,116.9,0.1,-0.1,0,-4.3,-5.2,-9.5
54,Luka Maziashvili,FR,2019-20,G,Massachusetts-Lowell,AEC,15,105,-6.4,0.052,0.059,4.5,6.6,5.6,13.4,3.2,0,38.2,15,9,31.3,107.7,-0.5,0.1,-0.4,-12.1,-1.6,-13.6
55,Precious Okoh,FR,2019-20,G,Maine,AEC,30,445,0.2,0.389,0.343,2.9,6.7,4.8,10.3,0.8,0,25.3,19.2,96,69.7,110.6,-0.8,0.2,-0.6,-8.5,-4.8,-13.3
1,Jacob Gilyard,JR,2019-20,G,Richmond,A-10,31,1134,22,0.607,0.571,1.3,8,4.8,27.7,5,0.5,15.6,17.7,438,120.7,93.9,3.3,2.3,5.5,6,3.4,9.4
2,Jalen Crutcher,JR,2019-20,G,Dayton,A-10,30,1007,21.8,0.626,0.583,1.8,9.1,5.9,25.6,1.5,0.4,14.7,22.2,470,123.7,98.5,3.8,1.6,5.4,6.9,0.8,7.7
3,Fatts Russell,JR,2019-20,G,Rhode Island,A-10,30,1071,23,0.516,0.453,1.9,8.3,5.1,26.9,4.5,0.6,10.8,27.4,560,110.3,94.7,3,2,5,5.8,2.3,8.1
4,Trey Landers,SR,2019-20,G,Dayton,A-10,31,892,21.2,0.614,0.61,8.4,19.4,14.5,14.3,2.1,1.3,13.9,18.3,345,122.7,92,2.8,1.9,4.7,5.2,4.1,9.4
5,Jon Axel Gudmundsson,SR,2019-20,G,Davidson,A-10,30,1064,20.8,0.564,0.511,2.2,22.6,12.6,24.6,2.1,0.2,14.6,23.2,454,113.4,99.8,3,1.5,4.5,5,1.5,6.5
6,Jordan Goodwin,JR,2019-20,G,Saint Louis,A-10,31,1113,21.1,0.507,0.498,10.3,21.9,16.1,18.1,3.3,0.8,16.9,25.2,493,101.8,90.3,1.8,2.6,4.4,2.9,4.2,7.1
7,Michael Hughes,JR,2019-20,C,Duquesne,A-10,30,735,29,0.603,0.585,9.7,22.4,16.1,14.2,3.5,12.4,13.8,20.9,307,119,86.1,2.3,2,4.3,2.9,9.8,12.7
8,Javonte Perkins,JR,2019-20,G,Saint Louis,A-10,31,845,20.7,0.555,0.501,4.6,9.5,7,5.5,1.7,1.3,7.9,26.5,402,116.4,98.5,2.7,1.3,4,3.9,-1,2.9
9,Kellan Grady,JR,2019-20,G,Davidson,A-10,30,1073,20.1,0.565,0.526,1.9,12.6,7.3,15.8,2,0.5,12.1,26.5,477,109.5,103.2,2.7,1.2,3.9,3.4,-0.4,3
10,Nick Sherod,JR,2019-20,G,Richmond,A-10,31,916,19.8,0.594,0.578,2.6,17.7,10.5,10.4,1.8,0.3,7.8,20.5,351,116.6,97.3,2.4,1.5,3.9,4.4,1.1,5.5
11,Jeff Dowtin,SR,2019-20,G,Rhode Island,A-10,29,1032,17.5,0.522,0.482,1.9,8.7,5.2,17.8,2.1,0.8,7.9,19.4,390,113.9,100,2.3,1.4,3.8,3.1,1.3,4.4
12,Kyle Lofton,SO,2019-20,G,St. Bonaventure,A-10,31,1189,17.2,0.514,0.471,1.9,6,3.9,31.5,2.2,0.4,15.8,22.2,481,108.1,104.6,2.5,1.1,3.7,2.6,-1.1,1.4
13,Jordan Miller,SO,2019-20,G,George Mason,A-10,32,1036,17.3,0.533,0.498,7.6,10.8,9.2,9.8,1.9,0.6,13.5,21.5,393,108.9,103.3,2.1,1.1,3.2,2.2,-0.4,1.8
14,Ibi Watson,JR,2019-20,G,Dayton,A-10,31,699,18.8,0.635,0.603,3.5,8.8,6.4,10.4,0.5,1.2,10.8,20.9,281,122.7,100.1,2.2,1,3.2,5.3,-0.1,5.2
15,Dominick Welch,SO,2019-20,G,St. Bonaventure,A-10,31,1098,15.6,0.537,0.514,5.9,16.6,11.3,11.5,1.9,1.2,15.2,19.1,359,106.5,100.6,1.8,1.5,3.2,3,1.3,4.3
16,Sincere Carry,SO,2019-20,G,Duquesne,A-10,30,1067,15,0.536,0.49,1.3,11.3,6.4,28.8,1.4,0.4,20,20.6,402,105.7,101.9,1.9,1.3,3.1,1.6,-0.5,1.2
17,Javon Greene,JR,2019-20,G,George Mason,A-10,31,999,17.3,0.541,0.488,1.9,17.8,9.8,17.6,3.3,0.7,19.3,24.9,409,101.3,97.4,1.5,1.6,3.1,2.2,1.2,3.4
18,De'Riante Jenkins,SR,2019-20,G,Virginia Commonwealth,A-10,28,751,19.6,0.528,0.474,3.4,14.9,9,15.2,4.1,1.4,11.5,21.7,292,108.5,91.8,1.5,1.6,3.1,3.5,3.6,7
19,Ryan Daly,SR,2019-20,G,Saint Joseph's,A-10,30,1041,23.4,0.519,0.477,4.4,17.8,10.7,32,1.9,1,12.9,32.1,612,105.2,110.8,2.6,0.4,3,5.6,-0.4,5.2
20,Tre Mitchell,FR,2019-20,C,Massachusetts,A-10,31,954,22.2,0.556,0.525,5.5,22.2,13.7,15.6,1.9,3.5,17,31.9,501,100.4,99.5,1.6,1.4,3,1.8,1.8,3.6
21,Tyrese Martin,SO,2019-20,G,Rhode Island,A-10,30,1027,14.9,0.514,0.497,6.2,15.6,10.8,6.6,1.8,0.9,13.8,20.2,361,101.3,97.5,1.2,1.7,2.9,1,1.5,2.5
22,Rodney Chatman,JR,2019-20,G,Dayton,A-10,31,831,12.4,0.539,0.5,1.8,8.6,5.6,18.9,2.8,0.5,22.1,18.1,269,102.5,95.4,1,1.5,2.6,1.9,2.6,4.5
23,Jaren English,SO,2019-20,G,St. Bonaventure,A-10,24,753,17,0.567,0.512,3.2,14.2,8.7,13.6,1.1,0.7,12.8,20,273,114.2,103.7,1.8,0.8,2.6,2.3,-0.2,2.1
24,Blake Francis,JR,2019-20,G,Richmond,A-10,25,818,18.2,0.541,0.507,2.1,5.6,3.9,12.5,2,0,10.9,29.2,395,103.6,101.9,1.6,1,2.6,2.8,-1.5,1.3
25,Carter Collins,JR,2019-20,G,Davidson,A-10,29,875,14.4,0.562,0.516,2.5,12.9,7.8,9.7,1.5,1.1,12.2,18.4,273,110.2,103.6,1.6,0.9,2.5,2.3,0.2,2.5
26,Nah'Shon Hyland,FR,2019-20,G,Virginia Commonwealth,A-10,31,638,18,0.575,0.569,1.8,10.8,6.1,19.2,2.4,1.8,12.9,22.1,255,110.4,96.8,1.4,1.1,2.5,4.7,1,5.7
27,Baylee Steele,SR,2019-20,C,Duquesne,A-10,30,641,19.5,0.559,0.547,8.3,17,12.7,4.3,1.7,2.8,9.1,21.2,240,113.1,97.7,1.5,1,2.5,1.9,-0.2,1.7
28,Hyunjung Lee,FR,2019-20,G,Davidson,A-10,28,584,19.3,0.627,0.588,5.7,12.8,9.3,7.8,1.6,0.8,10.5,19.7,216,122.5,103.7,1.8,0.6,2.4,5.4,-1,4.4
29,Carl Pierre,JR,2019-20,G,Massachusetts,A-10,31,1036,13.1,0.516,0.485,2.5,9.5,5.9,9.7,1.2,0.1,7.4,19.4,343,107.4,107.7,1.7,0.7,2.3,2.7,-1.5,1.3
30,Armel Potter,SR,2019-20,G,George Washington,A-10,28,904,19,0.54,0.474,2.1,9.6,5.9,43.8,1.5,0.3,21.3,28.8,458,102.3,108.1,1.8,0.6,2.3,1.7,-2.2,-0.5
31,David Beatty,JR,2019-20,G,La Salle,A-10,30,786,14.6,0.541,0.512,1,11.1,5.9,13.4,2.5,0.6,12.9,21.7,288,104.6,101.8,1.2,1,2.2,1.7,0,1.6
32,Tavian Dunn-Martin,JR,2019-20,G,Duquesne,A-10,30,773,14.8,0.519,0.481,1.1,7,4.1,19,3.1,0.1,16,23.4,295,101.3,100.2,1,1.1,2.1,2.4,-0.9,1.5
33,Scott Spencer,JR,2019-20,G,La Salle,A-10,28,763,14.1,0.553,0.533,3.2,11.5,7.2,9.4,2.1,1.2,10.7,16.5,225,110.6,102.4,1.2,0.9,2.1,1.7,0.9,2.6
34,Maceo Jack,JR,2019-20,G,George Washington,A-10,32,1147,12,0.543,0.516,1.6,7.4,4.5,4,1.5,1.2,9.4,17.9,323,104,108.4,1.4,0.7,2,1.7,-1.4,0.3
35,Demarius Jacobs,SO,2019-20,G,Saint Louis,A-10,29,663,12.3,0.545,0.513,1.8,11,6.4,8.1,2.3,1.6,13.8,15.1,173,107.6,96.4,0.9,1.2,2,1.3,2.2,3.5
36,Preston Santos,FR,2019-20,G,Massachusetts,A-10,31,536,16.1,0.658,0.663,6.5,9.6,8,8.9,2.3,3.1,11.5,11.7,138,128.6,103.3,1.2,0.6,1.8,3.1,2.3,5.5
37,Mike'l Simms,SR,2019-20,G,Virginia Commonwealth,A-10,31,713,11.3,0.482,0.449,3.6,12.3,7.8,8.2,1.8,0.8,10.3,15.8,187,101.6,98.3,0.7,1.1,1.8,0.8,1.3,2.1
38,Marcus Evans,SR,2019-20,G,Virginia Commonwealth,A-10,25,589,14.8,0.531,0.461,2.5,6.9,4.6,23.4,3.5,0.4,22.2,25.5,253,97.4,96.4,0.6,1,1.7,1.6,0.8,2.4
39,Xavier Johnson,FR,2019-20,G,George Mason,A-10,32,937,11.4,0.517,0.454,2.4,11.9,7.1,16.5,2.6,0.1,23.7,15.5,243,97,101.7,0.6,1.2,1.7,-0.7,0.9,0.2
40,Maceo Austin,FR,2019-20,G,Duquesne,A-10,29,807,10.6,0.499,0.467,4.8,11.7,8.3,10.4,1.5,1,18.4,15.9,210,97.6,101.3,0.5,1,1.6,-0.6,0.9,0.3
41,Josh Colon,JR,2019-20,G,Fordham,A-10,30,693,10.5,0.511,0.464,1.8,8.5,5.1,21.8,1.9,0,18.4,17.2,191,97.3,98.3,0.5,1.1,1.6,-1.4,0.2,-1.3
42,Andre Gustavson,SO,2019-20,G,Richmond,A-10,31,601,11.1,0.525,0.477,4.4,11.3,8,6.7,2.2,1.4,14.5,13.2,142,104.6,98.1,0.6,0.9,1.6,-0.3,2.8,2.5
43,Mike Jones,SO,2019-20,G,Davidson,A-10,26,590,12.7,0.624,0.621,2.6,7.3,5,7.7,1.7,1,10.6,12.2,134,120.7,105.4,1.1,0.5,1.6,3.9,0.1,4
44,Jalen Cobb,SO,2019-20,G,Fordham,A-10,30,1011,10.3,0.443,0.404,1.1,10.9,5.9,16.9,3.2,1,16.1,22.6,305,84.3,94.2,-0.5,2,1.5,-2.9,2.4,-0.5
45,Sean East,FR,2019-20,G,Massachusetts,A-10,31,872,13.6,0.486,0.447,2.8,7.7,5.2,36.2,2.3,0.1,21.9,22.3,342,96.8,105.9,0.8,0.7,1.5,0.2,-1.2,-1
46,Erten Gazi,SR,2019-20,G,Fordham,A-10,22,557,14,0.559,0.552,2.8,11,6.8,11.3,2,1.8,15.1,20.3,173,98.9,96.5,0.5,1,1.5,-0.1,1.4,1.4
47,Jamal Hartwell II,SO,2019-20,G,George Mason,A-10,29,840,10.2,0.498,0.473,0.7,6.5,3.6,12,0.7,0,12,19.1,255,102.6,108.1,1,0.5,1.5,0.4,-2.9,-2.6
48,Ty Perry,SO,2019-20,G,Fordham,A-10,30,639,12.3,0.532,0.51,1.1,12.6,6.7,6.8,1.8,0,12.5,20.7,190,95.9,97.2,0.4,1.1,1.5,-1.2,-0.4,-1.6
